A0A0E3KBH3	2-oxoacid:ferredoxin oxidoreductase subunit beta (OFOR) (EC 1.2.7.11)
Q9YA11	2-oxoacid:ferredoxin oxidoreductase 1, subunit beta (OFOR1) (EC 1.2.7.11)
Q9YBX7	2-oxoacid:ferredoxin oxidoreductase 2, subunit alpha (OFOR2) (EC 1.2.7.11)
Q9YBX8	2-oxoacid:ferredoxin oxidoreductase 2, subunit beta (OFOR2) (EC 1.2.7.11)
Q9YDW0	Threonine--tRNA ligase catalytic subunit (EC 6.1.1.3) (Threonyl-tRNA synthetase 1) (ThrRS 1) (Threonyl-tRNA synthetase catalytic subunit) (ThrRS-cat)
Q9YI36	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)
Q9Z0N1	Eukaryotic translation initiation factor 2 subunit 3, X-linked (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma, X-linked) (eIF2-gamma X)
Q9Z0N2	Eukaryotic translation initiation factor 2 subunit 3, Y-linked (EC 3.6.5.3) (Eukaryotic translation initiation factor 2 subunit gamma, Y-linked) (eIF-2-gamma Y) (Spermatogonial proliferation factor) (Spy)
Q9Z223	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)
Q9Z2I9	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)
Q9ZAA6	Glutaconyl-CoA decarboxylase subunit beta (EC 7.2.4.5) (Carboxylyase)
Q9ZB35	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)
Q9ZI34	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)
Q9ZND9	Homoaconitase small subunit (HACN) (EC 4.2.1.36) (Homoaconitate hydratase)
Q9ZNE0	Homoaconitase large subunit (HACN) (EC 4.2.1.36) (Homoaconitate hydratase)
S0DQI7	Secondary metabolism regulator LAE1 (Methyltransferase LAE1) (EC 2.1.1.-) (Velvet complex subunit LAE1)
S5SC42	N,N-dimethyl phenylurea N-demethylase subunit beta (EC 1.14.15.38)
V3TQ67	Fumarate reductase flavoprotein subunit (EC 1.3.5.1) (Quinol-fumarate reductase flavoprotein subunit) (QFR flavoprotein subunit)
A0A096ZEC9	2,4-dinitroanisole O-demethylase subunit alpha (DNAN hydrolase subunit alpha) (DNHA) (EC 3.3.2.14)
A0A096ZED0	2,4-dinitroanisole O-demethylase subunit beta (DNAN hydrolase subunit beta) (DNHB) (EC 3.3.2.14)
A0A0B5L7R4	Secondary metabolism regulator LAE1 (Methyltransferase LAE1) (EC 2.1.1.-) (Velvet complex subunit LAE1)
A0A0K2H5X8	DNA-directed RNA polymerase subunit epsilon (RNAP epsilon subunit) (EC 2.7.7.6) (RNA polymerase epsilon subunit) (Transcriptase subunit epsilon)
A0QUX7	Acetolactate synthase small subunit (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit) (AHAS) (ALS)
A0QWT1	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)
A0R200	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A0R202	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)
A0R3M4	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)
A0R610	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase (EC 1.1.1.333) (Decaprenyl-phospho-2'-keto-D-arabinose reductase) (Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase) (Decaprenylphosphoryl-beta-D-ribofuranose 2'-epimerase subunit DprE2) (Decaprenyl-phosphoribose 2'-epimerase subunit 2) (NAD-dependent decaprenylphosphoryl-D-2'-keto erythropentose reductase)
A1B8N8	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)
A1B8P0	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
A1XI30	C(50) beta-cyclic carotenoids biosynthesis protein LbtBC [Includes: Putative C(50) carotenoid beta-cyclase subunit B (EC 5.5.1.-); Lycopene elongase/hydratase (EC 2.5.1.150)]
A3DJK1	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)
A6MVS8	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)
A6T526	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 7.2.1.1) (NQR complex subunit F) (NQR-1 subunit F)
A7IQE5	Pivalyl-CoA mutase large subunit (PCM large subunit) (EC 5.4.99.-) (Pivalyl-CoA mutase, substrate-binding subunit)
A8AC29	V-type ATP synthase alpha chain (EC 7.1.2.2) (V-ATPase subunit A)
A8XJQ6	cAMP-dependent protein kinase, catalytic subunit-like (EC 2.7.11.11)
B8J364	Siroheme decarboxylase alpha subunit (EC 4.1.1.111)
B8J3A4	Siroheme decarboxylase beta subunit (EC 4.1.1.111)
B8YB57	DNA-directed RNA polymerase subunit Rpo7 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit E)
B8YB58	DNA-directed RNA polymerase subunit Rpo4 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit F)
B8YB59	DNA-directed RNA polymerase subunit Rpo8 (EC 2.7.7.6) (DNA-directed RNA polymerase, subunit G) (RNA polymerase subunit 8)
C0HLQ4	ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 subunit beta) (F-ATPase subunit beta)
C1FW06	2-amino-4-ketopentanoate thiolase alpha subunit (EC 2.3.1.263) (AKP thiolase) (AKPT)
C1FW07	2-amino-4-ketopentanoate thiolase beta subunit (EC 2.3.1.263) (AKP thiolase) (AKPT)
D3DJ42	2-oxoglutarate carboxylase small subunit (EC 6.4.1.7) (2-oxoglutarate carboxylase beta subunit)
D5ANZ2	Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 7.1.1.8) (Rieske iron-sulfur protein) (RISP)
E0TW65	Quinol oxidase subunit 3 (EC 1.10.3.-) (Oxidase aa(3)-600 subunit 3) (Quinol oxidase aa3-600, subunit qoxC) (Quinol oxidase polypeptide III)
E1V8I0	Glutamate synthase [NADPH] small chain (EC 1.4.1.13) (GOGAT) (Glutamate synthase subunit beta) (GLTS beta chain)
E3PY96	D-ornithine 4,5-aminomutase subunit alpha (EC 5.4.3.5) (D-ornithine aminomutase S component) (OAM-S)
E3PY97	2-amino-4-ketopentanoate thiolase beta subunit (EC 2.3.1.263) (AKP thiolase) (AKPT)
E3PY98	2-amino-4-ketopentanoate thiolase alpha subunit (EC 2.3.1.263) (AKP thiolase) (AKPT)
E9RFT1	Propane 2-monooxygenase, hydroxylase component small subunit (EC 1.14.13.227) (Acetone 1-monooxygenase) (Methylethylketone 1-monooxygenase) (Phenol 4-monooxygenase)
G0RYE0	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)
G0SHF3	Pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 alpha) (PDHE1-A)
H6LC27	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B (EC 7.2.1.2) (Rnf electron transport complex subunit B)
H6LC28	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A (EC 7.2.1.2) (Rnf electron transport complex subunit A)
H6LC29	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E (EC 7.2.1.2) (Rnf electron transport complex subunit E)
H6LC30	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit G (EC 7.2.1.2) (Rnf electron transport complex subunit G)
H6LC31	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D (EC 7.2.1.2) (Rnf electron transport complex subunit D)
H6LC32	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C (EC 7.2.1.2) (Rnf electron transport complex subunit C)
I3R7F2	Propionyl-CoA carboxylase, protein PccX subunit (PCC) (EC 6.4.1.3)
I6TCK3	Siroheme decarboxylase NirG subunit (EC 4.1.1.111)
I6UF18	Siroheme decarboxylase NirH subunit (EC 4.1.1.111)
I6UH61	Siroheme decarboxylase NirDL subunit (EC 4.1.1.111)
I6Y3V5	Acyl-CoA dehydrogenase IpdE1 (EC 1.3.99.-) (5OH-HIP-CoA dehydrogenase alpha subunit)
I6YCF5	Acyl-CoA dehydrogenase IpdE2 (EC 1.3.99.-) (5OH-HIP-CoA dehydrogenase beta subunit)
I6YDK7	Biotin-dependent 3-methylcrotonyl-coenzyme A carboxylase beta1 subunit (3-methylcrotonyl-CoA carboxylase) (MCC) (EC 2.1.3.-)
M5AWY0	2,5-diketocamphane 1,2-monooxygenase 2 (2,5-DKCMO 2) (2,5-diketocamphane monooxygenase 2) (EC 1.14.14.108) (2,5-diketocamphane 1,2-monooxygenase oxygenating component) (2,5-diketocamphane 1,2-monooxygenase oxygenating subunit) (Camphor 1,2-monooxygenase) (Type II Baeyer-Villiger monooxygenase) (Type II BVMO)
O05650	Pyruvate synthase subunit PorC (EC 1.2.7.1) (Pyruvate oxidoreductase gamma chain) (POR) (Pyruvic-ferredoxin oxidoreductase subunit gamma)
O06491	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)
O07718	Putative isocitrate lyase subunit A (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)
O07835	Indolepyruvate oxidoreductase subunit IorA (IOR) (EC 1.2.7.8) (Indolepyruvate ferredoxin oxidoreductase subunit alpha)
O07836	Indolepyruvate oxidoreductase subunit IorB (IOR) (EC 1.2.7.8) (Indolepyruvate ferredoxin oxidoreductase subunit beta)
O14171	Dehydrodolichyl diphosphate synthase complex subunit SPAC4D7.04c (EC 2.5.1.87) (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific))
O24676	Chlorobenzene dioxygenase subunit alpha (EC 1.14.12.26)
O26271	Phosphoribosylformylglycinamidine synthase subunit PurS (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit III) (FGAR amidotransferase III) (FGAR-AT III) (Phosphoribosylformylglycinamidine synthase subunit III)
O26310	DNA polymerase PolB subunit 2 (EC 2.7.7.7)
O26802	Glutamyl-tRNA(Gln) amidotransferase subunit D (Glu-ADT subunit D) (EC 6.3.5.-)
O26803	Glutamyl-tRNA(Gln) amidotransferase subunit E (Glu-ADT subunit E) (EC 6.3.5.-)
O26837	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)
O26864	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)
O27122	DNA-directed RNA polymerase subunit Rpo5 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit H) (RPB5)
O27276	DNA polymerase PolB subunit 1 (EC 2.7.7.7)
O27341	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)
O29524	Ribosomal RNA small subunit methyltransferase Nep1 (EC 2.1.1.-) (16S rRNA (pseudouridine-N1-)-methyltransferase Nep1)
O29871	Acetyl-CoA decarbonylase/synthase complex subunit gamma (ACDS complex subunit gamma) (EC 2.1.1.245) (5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein Co-methyltransferase) (ACDS complex methyltransferase) (Corrinoid/iron-sulfur component large subunit)
O30509	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)
O30819	Magnesium-chelatase 38 kDa subunit (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase)
O33406	Uptake hydrogenase large subunit (EC 1.12.99.6) (Hydrogenlyase) (Membrane-bound hydrogenase large subunit)
O34213	Gluconate 2-dehydrogenase subunit 3 (GA 2-DH subunit 3) (GADH subunit 3) (EC 1.1.99.3)
O34845	Magnesium-chelatase 60 kDa subunit (Mg-chelatase subunit D) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase)
O44451	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)
O45924	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)
O54028	Methylmalonyl-CoA decarboxylase subunit alpha (EC 7.2.4.3)
O54029	Methylmalonyl-CoA decarboxylase subunit delta (EC 7.2.4.3)
O54030	Methylmalonyl-CoA decarboxylase subunit gamma (EC 7.2.4.3)
O54031	Methylmalonyl-CoA decarboxylase subunit beta (EC 7.2.4.3)
O57863	DNA polymerase II small subunit (Pol II) (EC 2.7.7.7) (Exodeoxyribonuclease small subunit) (EC 3.1.11.1)
O59071	GMP synthase [glutamine-hydrolyzing] subunit A (EC 6.3.5.2) (Glutamine amidotransferase)
O59072	GMP synthase [glutamine-hydrolyzing] subunit B (EC 6.3.5.2) (GMP synthetase)
O64688	Pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic (EC 1.2.4.1)
O66127	Hexaprenyl-diphosphate synthase small subunit ((2E,6E)-farnesyl-diphosphate specific) (HexPS) (EC 2.5.1.83) (Hexaprenyl diphosphate synthase) (Hexaprenyl pyrophosphate synthetase)
O66186	Thiocyanate hydrolase subunit beta (EC 3.5.5.8)
O66187	Thiocyanate hydrolase subunit alpha (EC 3.5.5.8)
O66680	Leucine--tRNA ligase subunit alpha (EC 6.1.1.4) (Leucyl-tRNA synthetase subunit alpha) (LeuRS)
O66726	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)
O66842	NADH-quinone oxidoreductase subunit E (EC 7.1.1.-) (NADH dehydrogenase I subunit E) (NDH-1 subunit E)
O67904	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)
O67928	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MPT synthase subunit 2) (Molybdenum cofactor biosynthesis protein E) (Molybdopterin-converting factor large subunit) (Molybdopterin-converting factor subunit 2)
O73984	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)
O74031	Tungsten-containing formylmethanofuran dehydrogenase 2 subunit C (EC 1.2.7.12) (Tungsten-containing formylmethanofuran dehydrogenase II subunit C)
O74802	Small ribosomal subunit protein mS47 (3-hydroxyisobutyryl-CoA hydrolase, mitochondrial) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)
O78747	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)
O78748	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)
O78753	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)
O78755	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)
O78756	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)
O78757	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)
O79874	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)
O79875	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)
O79880	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)
O79881	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)
O79882	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)
O84835	Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1) (Ribonucleotide reductase small subunit)
O85674	Anthranilate 1,2-dioxygenase small subunit (EC 1.14.12.1)
O87400	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)
O87401	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)
O87402	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)
O87681	6-hydroxypseudooxynicotine dehydrogenase complex subunit alpha (EC 1.5.99.14) (Ketone dehydrogenase medium FAD subunit)
P00422	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III) (Cytochrome c oxidase subunit Cox3)
P00825	ATP synthase subunit beta, chloroplastic (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
P00960	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)
P02904	Methylmalonyl-CoA carboxyltransferase 1.3S subunit (EC 2.1.3.1) (Biotin carboxyl carrier protein of transcarboxylase) (Transcarboxylase, 1.3S subunit)
P03896	NADH-ubiquinone oxidoreductase chain 2 (EC 7.1.1.2) (NADH dehydrogenase subunit 2)
P04787	3-isopropylmalate dehydratase small subunit 1 (EC 4.2.1.33) (Alpha-IPM isomerase 1) (IPMI 1) (Isopropylmalate isomerase 1)
P05654	Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase)
P06030	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III) (Oxidase aa(3) subunit 3)
P06267	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7)
P07677	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
P07955	Methyl-coenzyme M reductase subunit beta (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase beta)
P09060	2-oxoisovalerate dehydrogenase subunit alpha (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDH E1-alpha)
P09061	2-oxoisovalerate dehydrogenase subunit beta (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component beta chain) (BCKDH E1-beta)
P09847	DNA-directed RNA polymerase subunit Rpo1C (EC 2.7.7.6) (DNA-directed RNA polymerase subunit A'')
P0A301	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
P0C6E0	Na(+)-translocating NADH-quinone reductase subunit C (Na(+)-NQR subunit C) (Na(+)-translocating NQR subunit C) (EC 7.2.1.1) (NQR complex subunit C) (NQR-1 subunit C)
P0C8N8	Cytochrome b6-f complex iron-sulfur subunit (EC 7.1.1.6) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein) (ISP) (RISP) (Rieske iron-sulfur protein)
P0CB00	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)
P0CY53	Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein (DPOR subunit L) (LI-POR subunit L) (EC 1.3.7.7)
P12364	Type III restriction-modification enzyme EcoP15I Mod subunit (M.EcoP15I) (EC 2.1.1.72) (EcoP15I methyltransferase) (Type III methyltransferase M.EcoP15I)
P12858	Glyceraldehyde-3-phosphate dehydrogenase A, chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase subunit A)
P12986	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)
P13062	Periplasmic [NiFe] hydrogenase small subunit (EC 1.12.2.1) (NiFe hydrogenlyase small chain)
P13064	Periplasmic [NiFeSe] hydrogenase small subunit (EC 1.12.99.6) (NiFeSe hydrogenlyase small chain)
P13066	Periplasmic [NiFeSe] hydrogenase large subunit (EC 1.12.99.6) (NiFeSe hydrogenlyase large chain)
P13449	Nitrile hydratase subunit beta (NHase) (Nitrilase) (EC 4.2.1.84)
P14575	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)
P16268	Nitrogenase iron-iron protein delta chain (EC 1.18.6.1) (Dinitrogenase 3 subunit delta) (Nitrogenase component I)
P16539	Tetracenomycin polyketide synthase ketoacyl synthase beta subunit (EC 2.3.1.235) (TCM PKS)
P16924	Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)
P17087	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)
P17088	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)
P17424	Ribonucleoside-diphosphate reductase 2 subunit beta (EC 1.17.4.1) (R2F protein) (Ribonucleotide reductase 2)
P18929	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (NADH dehydrogenase subunit 1)
P18930	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (NADH dehydrogenase subunit 3)
P18931	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)
P18932	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2) (NADH dehydrogenase subunit 5)
P18933	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)
P18934	NADH-ubiquinone oxidoreductase chain 4L (EC 7.1.1.2) (NADH dehydrogenase subunit 4L)
P19045	NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)
P19914	Carbon monoxide dehydrogenase medium chain (CO dehydrogenase subunit M) (CO-DH M) (EC 1.2.5.3)
P19915	Carbon monoxide dehydrogenase small chain (CO dehydrogenase subunit S) (CO-DH S) (EC 1.2.5.3)
P19920	Carbon monoxide dehydrogenase medium chain (CO dehydrogenase subunit M) (CO-DH M) (EC 1.2.5.3)
P19921	Carbon monoxide dehydrogenase small chain (CO dehydrogenase subunit S) (CO-DH S) (EC 1.2.5.3)
P20161	Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain (EC 1.8.2.3) (FCSD) (Flavocytochrome c flavoprotein subunit) (FC)
P21220	High-molecular weight cobalt-containing nitrile hydratase subunit beta (H-NHase) (H-nitrilase) (EC 4.2.1.84)
P21873	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)
P21874	Pyruvate dehydrogenase E1 component subunit beta (EC 1.2.4.1)
P22317	NAD-reducing hydrogenase HoxS subunit alpha (EC 1.12.1.2)
P22319	NAD-reducing hydrogenase HoxS subunit delta (EC 1.12.1.2)
P22320	NAD-reducing hydrogenase HoxS subunit beta (EC 1.12.1.2)
P22658	NAD-reducing hydrogenase HoxS subunit alpha (EC 1.12.1.2)
P22659	NAD-reducing hydrogenase HoxS subunit gamma (EC 1.12.1.2)
P22661	NAD-reducing hydrogenase HoxS subunit beta (EC 1.12.1.2)
P22704	DNA-directed RNA polymerase subunit gamma (RNAP subunit gamma) (EC 2.7.7.6) (RNA polymerase subunit gamma) (Transcriptase subunit gamma)
P22949	Methyl-coenzyme M reductase subunit beta (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase beta)
P22950	Methyl-coenzyme M reductase subunit gamma (EC 2.8.4.1) (Coenzyme-B sulfoethylthiotransferase gamma)
P23494	Galactose-6-phosphate isomerase subunit LacA (EC 5.3.1.26)
P23495	Galactose-6-phosphate isomerase subunit LacB (EC 5.3.1.26)
